user_id	level	avgtime	cishu	timecha	type1num	type2num	type1tuinum	type2tuinum
10008066	4	30.00 	74	699	2	0	0	0
10512696	5	65.00 	124	684	4	1	0	0
10548977	5	31.67 	116	683	1	0	0	0
10651240	5	87.50 	88	678	3	0	2	0
10735345	4	63.33 	66	672	2	2	0	0
11068846	4	60.83 	89	647	6	1	2	0
11188448	5	5.00 	40	639	2	0	0	0
11947451	4	13.75 	240	567	1	1	0	0
12037641	2	57.50 	4	560	2	0	0	0
12127857	4	17.50 	98	554	2	2	0	0
12913593	3	68.57 	7	520	2	0	0	0
12961025	4	66.67 	85	518	2	0	0	0
13659646	3	13.00 	8	480	3	1	0	0
13692063	4	48.75 	95	478	1	0	0	0
13699693	4	15.00 	35	478	1	1	0	0
14584710	4	43.75 	70	412	1	0	0	0
14631267	4	38.75 	118	410	1	0	0	0
14787971	4	18.57 	100	402	2	1	0	0
14959464	4	125.71 	98	396	2	2	0	0
15118084	4	47.50 	106	389	1	0	0	0
15135199	5	89.29 	66	389	2	1	0	0
15359598	2	45.00 	80	381	3	1	0	0
15379394	4	95.00 	29	381	1	0	0	0
15797511	4	30.00 	35	374	1	0	0	0
15869037	5	27.14 	100	373	2	2	0	0
1592093	2	57.00 	5	1892	3	0	0	0
16254968	5	17.50 	101	366	2	0	0	0
16288288	5	23.33 	93	365	1	0	0	0
16568113	4	52.50 	55	360	1	0	0	0
16585564	3	6.67 	38	360	2	0	0	0
16597583	4	16.25 	41	360	1	0	0	0
1672572	5	62.00 	114	1837	1	0	0	0
16762797	7	112.86 	280	358	1	1	0	0
16787766	4	47.14 	117	357	1	0	0	0
16799785	1	22.50 	7	357	1	1	0	0
16904169	3	77.50 	8	356	2	1	0	0
17106653	4	31.67 	62	353	2	0	0	0
17284628	5	34.29 	158	351	1	0	0	0
17485472	0	5.00 	5	349	1	0	0	0
17523223	4	8.75 	38	349	2	0	0	0
17592908	4	49.17 	134	348	1	1	0	0
18182294	4	40.00 	130	343	1	1	0	0
18698964	4	131.43 	110	338	2	1	0	0
18770826	3	40.00 	91	337	1	0	0	0
19094268	4	60.00 	51	334	1	0	0	0
19183100	4	30.00 	84	332	2	2	0	0
19663384	4	13.33 	26	321	3	0	0	0
19725117	4	100.71 	64	319	3	2	0	0
19975878	4	52.50 	80	312	1	0	0	0
20348961	4	30.00 	63	302	1	1	0	0
20383135	3	79.17 	7	301	3	1	3	1
20596089	4	13.75 	24	296	2	1	0	0
20699416	3	68.33 	6	293	1	1	0	0
20792572	5	46.25 	82	291	1	6	0	0
20988327	3	25.83 	8	287	3	2	0	0
21430566	4	78.00 	116	280	2	0	0	0
2167509	4	126.67 	75	1535	1	1	0	0
2173956	5	20.00 	86	1530	2	0	0	0
2181733	4	51.25 	66	1526	1	0	0	0
22044186	4	65.00 	97	262	1	0	0	0
2208144	4	37.50 	106	1514	1	1	0	0
2258005	2	5.00 	25	1492	1	0	0	0
22775812	1	10.00 	7	236	1	3	0	0
23232151	4	76.25 	107	219	3	1	0	0
23634742	2	25.00 	59	204	1	1	0	0
23681698	4	62.50 	56	203	2	0	0	0
24321666	4	98.33 	100	182	1	0	0	0
24485046	3	103.00 	8	177	5	3	0	0
24764395	4	73.57 	132	169	2	6	0	0
24781643	1	35.00 	3	168	1	0	0	0
24894483	4	11.25 	58	166	1	0	0	0
25049514	4	47.86 	78	161	2	1	0	0
25111282	4	25.00 	67	158	1	0	0	0
25233110	5	145.00 	141	155	2	0	0	0
25342163	4	120.00 	84	153	6	1	0	0
26566204	3	67.50 	19	134	2	0	0	0
2680063	4	152.50 	88	1371	2	1	0	0
26936021	2	36.00 	7	133	2	0	0	0
27153497	5	93.57 	86	133	2	0	0	0
2780793	4	11.25 	73	1321	1	0	0	0
2791650	1	66.67 	32	1313	2	1	0	0
28210919	0	20.00 	4	132	3	1	0	0
28518464	2	8.75 	22	132	2	0	0	0
28551721	4	27.50 	34	132	3	0	0	0
28785402	1	23.33 	3	132	2	0	0	0
2893577	3	67.50 	56	1265	2	0	0	0
3047353	6	29.29 	46	1199	2	0	0	0
3150911	5	78.33 	38	1163	1	0	0	0
3174641	4	43.33 	39	1157	5	0	0	0
3316188	4	29.00 	90	1122	1	1	0	0
3340814	4	17.86 	75	1117	1	0	0	0
34430784	2	50.00 	8	128	4	6	1	0
3552942	5	32.50 	132	1087	1	0	0	0
3592905	4	52.50 	53	1083	3	0	0	0
3810185	4	37.00 	64	1070	7	1	3	0
38973424	4	56.67 	56	124	1	0	0	0
39338341	6	70.00 	77	124	1	1	0	0
42675989	4	122.14 	70	117	4	1	0	0
4333458	3	45.00 	31	1047	1	1	0	0
45182453	3	63.75 	26	104	3	2	0	0
45753485	0	15.00 	4	100	3	1	0	0
4662388	2	50.00 	7	1020	4	0	1	0
46724345	7	143.57 	116	89	2	3	0	0
47377410	1	52.50 	5	80	1	0	0	0
47909277	4	89.29 	33	70	3	1	0	0
48139481	3	73.57 	9	66	3	1	0	0
48144122	4	5.00 	9	65	2	0	0	0
48306081	5	115.83 	70	61	2	1	0	0
48438570	4	52.50 	42	58	2	1	0	0
48519112	5	8.75 	36	56	1	0	0	0
48678922	5	70.83 	35	52	2	6	0	0
49036076	5	17.50 	9	37	2	2	0	0
49054003	4	85.71 	27	37	6	3	3	1
49222941	4	72.50 	40	31	1	6	0	0
49330552	4	103.57 	19	29	3	1	0	0
49344384	4	111.43 	19	29	2	0	0	0
49353547	4	90.71 	19	28	2	0	0	0
49370851	4	72.14 	24	28	1	3	0	0
49394525	4	99.29 	19	28	4	2	0	0
49456650	3	65.83 	9	26	3	1	0	0
49537220	2	43.33 	7	24	4	1	0	0
49556428	4	110.71 	7	23	3	0	0	0
49596755	4	78.57 	19	22	1	4	0	0
49716238	3	61.00 	8	20	5	1	2	0
49751308	0	20.00 	3	19	1	2	0	1
49753485	3	98.33 	7	19	2	1	0	0
49816688	3	98.33 	6	17	3	0	0	0
49853480	3	40.00 	9	16	2	0	0	0
49868698	3	98.57 	7	16	1	1	0	0
49893443	2	38.00 	8	15	2	0	0	0
49909130	4	113.57 	24	15	2	2	0	0
49909277	3	67.50 	8	15	3	20	0	0
49928674	3	7.50 	6	14	4	1	1	0
50063001	2	39.17 	7	11	2	7	0	0
50115963	2	48.75 	8	9	2	7	0	0
50132371	1	25.00 	6	8	1	16	0	0
50162156	2	55.00 	9	7	3	12	0	0
50182939	2	54.00 	6	7	4	0	0	0
50214327	1	46.25 	3	6	3	18	0	0
50243370	2	58.00 	6	5	2	3	0	0
50256495	1	61.67 	3	4	3	1	0	0
50270915	3	89.00 	5	4	6	4	0	0
50296311	2	58.75 	5	3	6	10	0	0
50298712	1	36.67 	3	3	3	5	0	0
50324647	1	78.33 	3	2	3	2	0	0
5664487	4	7.50 	86	949	3	0	0	0
572558	0	22.50 	9	2774	2	2	0	0
572866	4	45.00 	161	2773	1	0	0	0
5886030	0	65.00 	26	918	3	0	0	0
6397620	4	90.00 	74	867	2	0	0	0
6452689	4	41.67 	104	862	1	0	0	0
6585829	4	10.00 	75	846	1	0	0	0
6645245	4	90.00 	56	839	1	0	0	0
6669535	4	75.00 	56	837	1	0	0	0
6692306	1	38.33 	3	835	3	1	0	0
6845970	4	115.00 	133	825	2	1	0	0
7188417	3	13.33 	9	797	4	6	0	0
7369437	5	67.50 	59	785	2	0	0	0
7425066	4	48.75 	103	783	3	0	2	0
7745981	2	45.00 	9	762	3	12	0	0
7905000	3	38.00 	7	755	3	0	0	0
7909214	4	40.00 	73	754	1	0	0	0
8482486	4	16.67 	93	732	2	2	0	0
8561523	4	40.00 	100	729	2	2	0	0
8692745	3	99.17 	19	724	3	1	0	0
8775744	4	91.67 	112	722	1	0	0	0
8888892	0	10.00 	19	719	1	0	0	0
8951591	1	15.00 	28	718	1	0	0	0
9409365	3	43.00 	24	709	4	1	0	0
9418836	4	87.50 	62	709	3	0	0	0
9523647	5	59.17 	116	707	2	2	0	0
10088693	1	26.67 	4	697	3	0	0	0
10477291	4	23.75 	110	686	1	0	0	0
10529714	1	2.50 	24	684	2	0	1	0
10880764	4	45.00 	30	663	1	0	0	0
11885691	4	38.33 	104	574	1	0	0	0
12052328	6	17.00 	162	560	1	1	0	0
12122629	3	102.50 	8	554	1	1	0	0
12548803	4	125.00 	52	532	4	1	2	0
12890074	7	115.00 	118	521	5	1	0	0
13256629	4	71.67 	103	508	1	1	0	0
13351703	1	22.50 	22	504	3	0	0	0
13396671	4	55.00 	41	502	1	0	0	0
13963181	4	119.29 	93	465	3	1	0	0
14481048	5	85.00 	200	418	1	1	0	0
15257056	5	19.29 	125	384	2	0	0	0
15309227	4	32.50 	83	383	2	1	0	0
15418105	5	53.33 	166	380	1	0	0	0
15630408	1	125.00 	4	377	1	9	0	0
15928391	4	17.50 	84	372	2	0	0	0
16031557	3	95.83 	6	370	2	0	0	0
16126267	4	35.00 	67	368	5	2	0	0
16480397	4	56.00 	105	362	1	0	0	0
16892123	6	123.33 	113	356	1	0	0	0
17036605	3	57.50 	30	354	9	1	5	0
17101733	5	68.57 	117	353	1	0	0	0
17246304	4	51.43 	52	352	3	0	0	0
17291419	4	30.00 	40	351	4	0	0	0
17596724	5	67.50 	46	348	1	1	0	0
17683125	4	155.83 	9	347	3	1	3	1
17864173	4	75.00 	66	346	2	1	0	0
17921601	3	21.25 	6	345	3	1	0	0
18267079	5	5.00 	54	342	1	0	0	0
18301379	5	118.33 	107	342	2	0	0	0
18596142	3	51.67 	67	339	1	0	0	0
18732369	7	145.83 	337	337	2	1	0	0
19027881	5	55.71 	170	335	1	1	0	0
19164719	5	87.00 	165	332	4	0	0	0
19196989	4	22.00 	55	332	1	0	0	0
19198319	5	107.86 	47	332	2	15	0	0
19255523	5	72.50 	220	330	1	2	0	0
19257364	6	106.67 	164	330	1	0	0	0
19477388	5	60.00 	67	326	10	0	0	0
19624325	4	70.00 	141	322	1	0	0	0
19739538	3	71.00 	9	318	3	0	0	0
20657641	3	100.00 	67	294	3	1	0	0
20664578	3	50.00 	26	294	4	1	1	0
20792265	4	55.00 	65	291	1	0	0	0
2089061	5	15.00 	103	1581	2	0	0	0
21171189	5	38.57 	65	284	3	3	1	1
21543540	4	59.17 	115	278	1	0	0	0
2174076	5	41.43 	190	1530	4	1	0	0
21849027	5	132.86 	207	268	1	0	0	0
2184989	2	53.33 	25	1524	3	2	1	0
22432918	4	129.17 	95	247	3	3	0	0
22803458	4	54.00 	90	235	4	2	1	1
22870063	4	44.00 	89	232	1	0	0	0
2299159	4	13.75 	30	1475	1	3	0	0
23264338	4	50.00 	73	217	1	0	0	0
23494596	4	13.33 	4	210	2	0	0	0
23747807	4	80.71 	31	200	4	2	0	0
23834852	5	18.75 	75	197	2	1	0	0
2390166	5	8.33 	151	1445	1	0	0	0
23932537	6	105.00 	242	195	4	0	0	0
24554214	4	37.14 	62	175	1	0	0	0
24639054	2	95.00 	7	172	3	0	0	0
24844700	4	38.33 	25	167	3	0	0	0
24867898	5	131.67 	150	166	2	1	0	0
25031952	4	13.33 	54	161	2	0	0	0
25196011	4	73.33 	88	156	1	0	0	0
25899959	0	30.00 	43	137	1	0	0	0
25988950	4	11.67 	81	136	2	0	0	0
26725028	0	45.00 	8	133	6	0	3	0
27129565	4	51.43 	65	133	3	1	0	0
27241446	4	37.50 	107	133	1	0	0	0
27520048	3	91.67 	26	132	2	1	0	0
2816221	4	182.50 	91	1305	1	0	0	0
28454527	4	26.43 	9	132	3	0	0	0
2872368	4	49.00 	179	1278	2	0	1	0
30356494	3	87.14 	26	131	4	0	1	0
31630888	3	47.14 	22	130	3	0	0	0
32634317	4	99.29 	33	130	3	0	0	0
32800546	4	106.43 	25	130	1	0	0	0
3316497	5	57.00 	130	1122	1	0	0	0
3374135	3	56.67 	37	1110	4	1	0	0
3424213	1	63.75 	6	1102	3	2	0	0
3533854	4	102.50 	87	1089	2	2	0	0
35451562	4	27.00 	8	126	2	0	0	0
3621270	0	40.00 	8	1080	1	0	0	0
3738401	4	23.33 	66	1073	1	2	0	0
37641876	5	97.86 	126	125	2	0	0	0
3861062	4	78.33 	80	1069	1	0	0	0
38714292	4	46.67 	82	124	1	0	0	0
4118608	3	14.00 	22	1059	1	0	0	0
4135604	5	87.14 	162	1058	1	1	0	0
42311766	4	98.57 	8	118	2	2	0	0
4303926	3	38.33 	104	1049	1	0	0	0
43327949	4	128.57 	40	115	2	1	0	0
43878494	4	55.00 	92	112	1	1	0	0
44200739	3	77.50 	8	110	2	0	0	0
45352722	5	18.00 	42	103	2	3	0	0
4657881	4	126.43 	24	1020	3	0	0	0
46631785	4	8.33 	25	91	1	0	0	0
47700650	4	124.29 	70	74	1	2	0	0
48512862	3	11.00 	22	56	2	0	0	0
49096704	4	81.43 	51	35	4	2	0	0
49135981	4	22.00 	9	34	3	0	0	0
49274616	5	102.14 	27	30	2	2	0	0
49274644	3	51.67 	6	30	2	0	0	0
49346198	3	85.83 	9	28	3	1	0	0
49458156	3	94.29 	9	26	2	0	0	0
49475887	5	128.33 	43	26	2	1	0	0
49505154	4	58.57 	26	25	1	4	1	0
49536206	2	56.00 	9	24	3	0	0	0
49652973	4	49.17 	19	21	2	6	0	0
49673112	4	49.17 	7	21	1	1	0	0
49681008	3	35.00 	3	21	5	0	2	0
49687532	4	103.57 	38	20	3	2	0	0
49690563	4	97.14 	9	20	3	1	0	0
4969199	3	90.00 	7	996	2	0	0	0
49721832	4	134.17 	6	20	2	0	0	0
49730715	4	25.00 	8	19	4	0	0	0
49741320	3	92.50 	7	19	2	0	0	0
49746521	4	123.57 	6	19	3	0	0	0
49778791	4	135.83 	6	18	4	0	0	0
49804698	1	10.00 	8	18	1	0	0	0
49850681	4	137.86 	30	16	1	20	0	0
49898337	2	37.00 	8	15	1	1	0	0
49926890	3	80.00 	4	14	1	0	0	0
49931811	3	96.67 	6	14	1	1	0	0
50021317	4	158.57 	19	12	3	16	0	0
50037886	3	56.67 	8	11	3	1	0	0
50050360	3	46.67 	9	11	3	13	0	0
50107480	1	50.00 	9	9	3	3	0	0
50167386	3	71.00 	9	7	6	1	2	0
50187154	3	68.33 	8	7	3	13	0	0
50196345	3	77.50 	4	6	1	0	0	0
50198466	0	21.67 	4	6	2	0	0	0
50243931	1	76.67 	5	5	2	1	0	0
50264581	3	97.50 	5	4	7	5	3	0
50273716	0	46.67 	5	3	6	1	0	0
50281213	0	13.33 	3	3	2	0	2	0
5042405	3	5.00 	69	990	1	0	0	0
5659364	3	5.00 	37	950	2	0	0	0
5886031	4	63.33 	88	918	3	0	0	0
5899716	4	88.00 	89	916	2	3	0	0
5984080	6	8.75 	213	906	1	1	0	0
6041704	4	53.75 	81	900	2	0	1	0
6202573	2	40.00 	27	883	2	4	0	0
6250488	4	92.50 	68	878	2	0	0	0
6448833	0	12.50 	32	863	4	1	1	1
6704263	4	32.50 	40	834	1	0	0	0
7200577	4	77.50 	41	797	1	0	0	0
7251761	5	67.86 	169	793	2	2	0	0
7365224	4	150.00 	90	785	1	1	0	0
7465338	4	16.25 	78	780	1	0	0	0
7632862	4	15.00 	46	769	2	2	0	0
7741299	5	67.50 	201	763	5	2	0	0
7906415	4	102.14 	87	755	1	1	0	0
8053163	3	75.83 	9	749	2	0	0	0
8292528	4	35.00 	52	739	2	0	0	0
8359546	5	90.00 	96	737	2	2	0	0
8481353	5	18.33 	124	732	2	2	0	0
8746303	5	22.00 	167	723	1	1	0	0
8936969	4	108.75 	96	718	3	1	0	0
8986298	3	51.67 	8	717	3	1	0	0
9379952	4	40.00 	92	710	1	0	0	0
9454334	3	11.67 	105	709	1	0	0	0
10135972	4	95.00 	43	696	2	2	0	0
10401272	4	56.67 	60	689	1	0	0	0
10652201	4	10.00 	27	677	2	8	0	0
10682469	4	63.75 	66	676	1	1	0	0
1075607	3	36.67 	30	2185	2	1	0	0
10921652	null	5.00 	4	660	1	0	0	0
11080923	6	65.00 	107	646	1	1	0	0
11280444	5	55.00 	90	633	2	12	2	0
11658514	4	61.00 	84	603	4	0	0	0
11756535	4	20.00 	37	591	1	0	0	0
11795567	4	40.00 	112	586	2	1	0	0
11878111	0	12.50 	3	574	2	2	0	0
12345083	3	83.33 	8	543	3	2	0	0
12392172	6	167.86 	61	540	2	2	0	0
12616452	0	35.00 	25	530	1	0	0	0
12865715	4	75.00 	116	522	1	1	0	0
13263476	3	126.25 	38	508	3	0	0	0
13553038	5	17.14 	123	487	2	0	0	0
13630010	4	37.00 	76	482	1	1	0	0
13665360	0	20.00 	63	479	1	3	0	0
1367066	1	23.75 	28	2061	2	1	0	0
13920923	4	73.57 	25	468	1	0	0	0
14371037	5	85.71 	185	426	2	2	0	0
14586581	4	16.25 	29	412	1	0	0	0
14858309	3	30.00 	9	399	3	2	0	0
14891622	4	111.67 	85	398	2	2	0	0
1636062	4	30.00 	58	1867	3	0	0	0
16498885	5	69.17 	155	362	1	1	0	0
16607644	4	74.17 	50	360	1	1	0	0
16815810	5	62.86 	249	357	4	2	1	0
16848143	5	102.50 	79	356	2	2	0	0
17591580	4	77.50 	59	348	1	0	0	0
17623220	4	68.33 	98	348	1	0	0	0
18227222	5	128.33 	206	342	2	2	0	0
18729339	4	137.14 	46	337	2	0	0	0
1885677	4	31.00 	97	1738	1	1	0	0
18958407	4	67.50 	89	335	1	0	0	0
19124713	4	75.00 	139	333	1	1	0	0
19394831	4	31.67 	90	328	1	0	0	0
19527320	5	63.33 	81	325	1	1	0	0
19578343	3	54.17 	7	323	2	1	0	0
20631098	5	35.00 	82	295	1	0	0	0
20774472	3	42.14 	8	291	2	0	0	0
21618175	5	165.71 	158	276	2	2	0	0
21908661	6	72.14 	215	266	4	0	0	0
2235467	4	16.67 	76	1502	1	0	0	0
22716426	4	56.67 	112	238	3	0	0	0
2285356	3	49.17 	54	1481	3	3	2	2
23237354	3	45.83 	42	218	1	3	0	0
23568202	4	75.00 	19	207	3	2	0	0
23605050	5	63.57 	185	205	2	2	0	0
23880395	4	65.00 	122	196	2	0	0	0
23969806	6	50.00 	79	193	1	0	0	0
24010896	6	77.14 	175	192	1	0	0	0
24036544	0	20.00 	5	191	2	0	0	0
24113915	4	68.33 	116	188	2	0	0	0
24359615	4	115.00 	104	181	4	0	2	0
24613967	4	7.50 	64	173	2	0	0	0
24721711	4	10.00 	60	170	2	0	0	0
25027683	4	47.50 	39	161	1	0	0	0
25218545	4	30.00 	113	155	1	0	0	0
26187842	4	87.50 	82	135	6	2	0	0
2662215	4	11.67 	45	1378	2	1	0	0
2752340	3	15.00 	37	1336	1	0	0	0
28037678	2	51.00 	19	132	1	0	0	0
28161858	4	60.00 	43	132	3	2	0	0
2817972	6	75.00 	100	1305	1	0	0	0
28586765	4	31.67 	7	132	1	0	0	0
2904373	1	55.00 	24	1257	3	0	0	0
29340791	5	50.71 	95	131	1	4	0	0
30226659	4	112.50 	129	131	1	2	0	0
3055132	5	90.00 	250	1196	6	2	0	0
3077301	4	22.50 	120	1188	1	3	0	0
31117348	3	32.50 	25	130	1	0	0	0
3117201	4	73.33 	79	1174	1	1	0	0
31476560	7	177.86 	115	130	2	5	1	0
3357476	4	38.75 	85	1114	1	0	0	0
3370230	5	12.50 	69	1111	1	1	0	0
37590973	5	88.00 	102	125	1	0	0	0
38195215	4	54.17 	8	124	3	1	0	0
41476128	3	43.00 	29	121	2	0	1	0
41888953	4	102.86 	7	120	2	0	0	0
42346046	3	5.00 	8	118	3	0	0	0
43832568	4	35.00 	43	112	4	0	0	0
43991027	4	86.25 	71	111	1	0	0	0
44666653	2	41.25 	5	107	2	1	0	0
4572482	4	68.75 	74	1029	2	0	0	0
46092261	0	17.50 	9	97	2	1	0	0
4642755	4	23.75 	60	1022	2	0	0	0
47792652	5	112.86 	83	73	1	0	0	0
47894712	5	74.00 	73	71	5	0	2	0
48654634	4	57.86 	26	52	2	1	0	0
48715156	4	90.00 	29	51	1	2	0	0
48971517	5	76.43 	32	40	2	2	0	0
49181748	4	97.50 	40	32	2	1	0	0
49190512	4	23.33 	27	32	1	1	0	0
49237706	4	80.00 	33	31	1	1	0	0
49406483	3	26.67 	8	27	3	3	0	0
49513667	4	79.29 	34	25	2	2	0	0
49529137	2	44.17 	9	24	1	0	0	0
49566608	4	54.00 	6	23	2	0	0	0
49589204	3	76.43 	8	23	4	1	1	0
49647822	4	27.86 	22	21	2	2	0	0
49662508	3	78.57 	8	21	4	0	1	0
49689906	4	75.00 	8	20	2	0	0	0
49692993	3	54.29 	8	20	3	2	0	0
49705544	3	86.00 	8	20	1	1	0	0
49711095	4	11.25 	5	20	3	2	0	0
49792680	4	120.83 	9	18	2	0	0	0
49804580	4	25.00 	22	18	2	0	0	0
49830298	2	50.00 	5	17	3	0	0	0
49861658	3	95.00 	7	16	2	0	0	0
50004203	3	77.00 	8	13	3	13	0	0
50103918	3	66.67 	9	9	5	4	1	0
50114243	3	15.00 	6	9	3	4	0	0
50120606	3	65.00 	8	9	3	2	0	0
50124288	1	5.00 	7	9	3	0	0	0
50149509	0	22.50 	3	8	1	0	0	0
50150139	3	68.33 	6	8	2	2	1	0
50165266	3	35.00 	4	7	4	7	0	0
50248545	1	43.33 	3	5	1	0	0	0
50277959	1	46.67 	3	3	3	1	0	0
50285484	2	33.33 	4	3	3	2	0	0
50324649	1	70.00 	3	2	2	1	0	0
5552692	4	86.67 	182	960	1	1	0	0
5640787	3	16.00 	95	953	1	0	0	0
5941969	3	80.00 	7	911	1	1	0	0
6064021	5	120.00 	116	898	2	1	0	0
6100442	3	89.29 	28	895	2	0	0	0
6276725	6	89.00 	211	876	1	1	0	0
6442394	0	12.50 	4	863	1	0	1	0
6627481	0	35.00 	4	841	4	1	0	0
6812715	3	94.17 	9	827	2	0	0	0
6832203	4	29.00 	5	826	1	1	0	0
6984943	4	42.50 	87	815	1	0	0	0
7350742	3	87.50 	26	786	1	1	0	0
7787612	3	112.50 	19	760	1	3	0	0
7818468	4	64.00 	100	758	1	0	0	0
7951720	5	85.00 	105	753	6	2	0	0
8010933	4	76.67 	9	750	3	0	0	0
8077454	5	103.75 	145	748	2	2	0	0
8098692	5	152.14 	28	747	2	2	0	0
8113539	4	83.57 	19	747	1	1	0	0
8303351	4	43.57 	39	739	4	3	2	0
8455139	4	70.00 	73	734	2	2	1	1
8479002	4	63.33 	103	733	2	5	0	0
8524789	5	122.14 	112	731	2	0	0	0
9349272	1	30.00 	5	711	1	1	0	0
9466634	5	35.00 	112	708	1	0	0	0
9505519	6	105.71 	158	708	2	1	0	0
9511231	6	77.50 	212	708	1	0	0	0
9601755	4	19.17 	135	706	1	0	0	0
9616574	4	12.50 	82	706	2	0	0	0
9761096	4	100.00 	28	703	2	1	0	0
9898611	4	45.83 	135	701	1	2	0	0
10308145	5	155.00 	142	691	2	0	0	0
11242295	5	82.00 	119	636	1	1	0	0
11569741	6	91.43 	213	607	1	2	0	0
11929940	4	25.83 	80	569	18	7	14	6
12129526	2	32.50 	24	554	1	7	0	0
12166010	5	53.33 	43	551	1	0	0	0
12698528	5	50.00 	69	527	1	2	0	0
12875922	3	80.00 	7	522	3	0	0	0
13505887	4	47.86 	97	492	5	1	0	0
13784872	3	7.50 	24	474	2	0	0	0
14256637	4	7.50 	30	439	2	0	0	0
14307422	4	66.25 	163	433	2	0	0	0
14471341	2	8.00 	25	419	3	4	0	0
14721544	5	81.00 	177	405	4	0	0	0
14853109	4	18.33 	78	399	1	0	0	0
14961308	3	31.00 	7	396	6	1	0	0
15008607	5	44.17 	59	394	1	3	1	0
15081071	6	19.17 	128	391	1	0	0	0
15232677	5	56.67 	208	385	1	0	0	0
15283273	4	55.83 	19	383	2	1	0	0
15792313	4	40.00 	74	374	1	0	0	0
16315038	4	72.86 	19	365	6	9	0	0
16433135	4	24.29 	99	363	4	3	0	0
16536917	4	51.00 	138	361	1	0	0	0
16569866	4	48.33 	45	360	1	0	0	0
16663953	4	8.33 	86	359	2	1	0	0
16691029	4	11.67 	82	359	1	0	0	0
17029845	6	34.29 	176	354	2	0	0	0
17221365	2	94.00 	9	352	2	1	0	0
17710637	4	125.71 	28	347	3	0	1	0
17715278	1	24.17 	9	347	1	6	0	0
17749774	4	17.50 	77	347	1	1	0	0
18429117	3	64.29 	9	340	2	1	0	0
18804674	6	70.00 	103	337	2	3	2	2
18946417	3	20.00 	19	335	1	2	0	0
19558401	5	20.00 	136	324	1	0	0	0
19698534	6	47.86 	139	319	1	2	0	0
19745252	5	96.67 	34	318	2	5	0	0
20335986	3	29.17 	54	302	1	0	0	0
20336945	5	103.33 	142	302	2	3	1	1
21377796	7	107.86 	227	281	2	0	0	0
21435798	1	76.67 	5	280	2	3	0	0
2220810	4	40.00 	77	1509	4	2	0	0
22301138	4	33.00 	56	252	4	1	0	0
22497201	5	32.50 	72	245	1	1	0	0
22534476	3	7.50 	59	244	1	0	0	0
22747227	4	42.50 	33	237	1	0	0	0
23238314	4	15.00 	63	218	1	1	0	0
23320249	4	50.71 	67	216	3	0	0	0
23728188	4	87.14 	19	201	4	12	0	0
23747557	4	127.50 	73	200	1	0	0	0
24050153	4	37.00 	52	190	1	0	0	0
24369262	4	84.29 	86	181	4	1	0	0
2446406	6	139.29 	178	1435	2	0	0	0
24713963	7	108.57 	95	170	1	0	0	0
24935681	4	55.00 	47	164	6	0	0	0
25161762	4	13.33 	69	157	1	0	0	0
25235206	0	10.00 	9	155	2	0	0	0
25361283	5	31.25 	94	152	1	0	0	0
25472562	4	15.83 	65	149	1	1	0	0
25716330	3	18.33 	8	139	4	1	0	0
26268413	1	6.67 	7	134	1	0	0	0
26345504	4	72.86 	68	134	1	1	0	0
26458904	5	11.25 	7	134	2	0	0	0
2701465	4	111.67 	8	1362	2	0	0	0
2769281	6	38.33 	171	1328	2	0	0	0
27954792	0	35.00 	3	132	3	0	0	0
28210803	3	36.67 	25	132	3	1	0	0
2850922	4	73.33 	90	1290	2	0	0	0
28768185	2	10.00 	73	132	1	0	0	0
2883283	0	15.00 	3	1271	1	1	0	0
2883815	2	32.50 	4	1271	6	2	0	0
29519887	4	31.25 	78	131	1	0	0	0
2968375	4	53.33 	147	1228	2	0	0	0
3163360	6	161.43 	86	1160	3	5	0	0
32317184	4	73.33 	79	130	6	0	0	0
3239205	5	32.00 	106	1141	1	0	0	0
32593768	5	71.67 	90	130	1	1	0	0
3267821	4	105.71 	8	1133	2	0	0	0
32831348	4	111.67 	32	130	2	0	0	0
3284992	5	131.43 	88	1129	3	0	0	0
33830572	1	31.25 	5	129	3	7	0	0
3417117	3	82.50 	5	1102	2	2	0	0
34983073	5	10.00 	48	127	1	0	0	0
35408290	4	41.00 	81	127	3	0	0	0
3541353	4	33.33 	39	1088	2	8	0	0
39340388	1	41.67 	29	124	2	0	0	0
40764927	4	36.67 	82	123	3	1	0	0
42166910	4	72.50 	72	118	1	0	1	0
42471242	3	93.57 	55	117	6	2	2	1
42666906	5	49.17 	151	117	1	1	0	0
43150830	4	47.50 	36	115	1	0	0	0
43300490	5	33.57 	40	115	1	5	0	0
4416061	4	27.14 	36	1042	4	0	1	0
46160750	3	46.43 	7	96	3	20	0	0
46822929	4	21.67 	58	88	1	3	0	0
47465256	3	6.67 	19	78	1	0	0	0
47812169	4	76.25 	36	72	3	3	0	0
48168443	4	81.25 	49	65	2	3	1	1
48354867	4	95.71 	40	60	3	1	0	0
48381425	4	15.83 	8	60	2	0	0	0
48552120	3	60.00 	19	55	1	2	0	0
48892670	4	94.17 	25	44	1	1	0	0
49036240	4	130.00 	22	37	1	1	0	0
49118399	5	122.14 	26	35	2	7	0	0
49325431	3	90.00 	9	29	4	1	0	0
49333663	4	136.67 	19	29	3	1	0	0
49403068	4	35.00 	8	28	3	1	0	0
49445341	4	113.57 	22	27	1	0	0	0
49446167	5	95.71 	44	27	3	3	0	0
